xi,H,eta,rho
0.0534013,0.0361199,1.59431,-0.92522
0.0220442,0.471567,1.73974,-0.607181
0.12949,0.027234,1.32306,-0.779094
0.0941057,0.415206,2.51776,-0.53901
0.0663815,0.389088,2.43175,-0.197816
0.0290101,0.0319568,3.02728,-0.369592
0.0773547,0.387206,2.86237,-0.866008
0.0923998,0.445386,1.42748,-0.57456
0.130564,0.163032,3.38005,-0.833982
0.107427,0.219475,0.385981,-0.928264
0.0917524,0.0621251,2.01545,-0.640573
0.069515,0.426129,1.2455,-0.753001
0.0645554,0.486889,2.43997,-0.507647
0.0115492,0.228241,2.7111,-0.251372
0.0709862,0.351439,3.53881,-0.494494
0.119597,0.314292,2.00962,-0.842799
0.0346067,0.497135,1.84627,-0.143938
0.0185811,0.14655,1.10264,-0.673041
0.134663,0.410905,1.13933,-0.597871
0.132144,0.37466,3.57695,-0.925396
0.0984121,0.211186,3.2152,-0.298598
0.146564,0.200113,3.9582,-0.921679
0.0362346,0.0287114,1.14369,-0.143828
0.0153328,0.251466,2.68601,-0.223128
0.0731526,0.417508,3.66837,-0.897081
0.127287,0.293951,3.35036,-0.890588
0.0771415,0.160634,3.34591,-0.468729
0.083834,0.263011,1.44533,-0.592448
0.0253274,0.0938629,2.39399,-0.243711
0.0831145,0.485765,1.74786,-0.641515
0.0160735,0.190327,1.96753,-0.792789
0.0712313,0.0491792,0.449765,-0.548872
0.0553221,0.152224,2.66979,-0.737383
0.0910288,0.210053,2.09443,-0.721508
0.0590341,0.17721,0.478175,-0.474746
0.0393919,0.40097,0.651908,-0.380361
0.127696,0.446404,3.91452,-0.456732
0.150051,0.186264,1.4494,-0.51518
0.124275,0.0914844,0.403705,-0.109173
0.0683333,0.29693,3.68434,-0.213356
0.0903701,0.0415601,0.643419,-0.773774
0.0218102,0.492438,3.38325,-0.394169
0.0454558,0.211858,3.60192,-0.587744
0.125404,0.251523,3.3594,-0.365717
0.111351,0.0690346,2.79235,-0.35529
0.0686658,0.211765,1.37882,-0.176175
0.0956735,0.182031,3.98535,-0.743457
0.0723675,0.293759,0.472632,-0.783982
0.0809789,0.155074,1.81882,-0.297674
0.0592326,0.278903,1.91072,-0.84785
0.0992836,0.271383,1.43263,-0.504092
0.124362,0.238687,3.49188,-0.664096
0.13672,0.161957,0.892006,-0.398629
0.0740414,0.445317,2.97789,-0.242523
0.0939088,0.316528,1.68886,-0.211562
0.0576433,0.113512,2.92288,-0.929796
0.0656567,0.0265399,0.779113,-0.719153
0.02112,0.119995,3.18967,-0.122812
0.0811187,0.32821,2.39407,-0.44199
0.0883491,0.371842,3.62917,-0.949512
0.0230753,0.149573,1.31955,-0.54344
0.141059,0.45486,0.785896,-0.273797
0.110401,0.12731,2.46678,-0.70074
0.0979549,0.424129,2.75746,-0.317876
0.0931625,0.113987,2.00952,-0.83225
0.0128861,0.0788804,3.08216,-0.288183
0.0480001,0.0672798,0.629686,-0.325301
0.08219,0.379075,2.77659,-0.870417
0.0263078,0.29707,2.1406,-0.167424
0.0780633,0.244024,3.67587,-0.484714
0.0344044,0.172078,2.65962,-0.243236
0.114879,0.488938,1.22423,-0.612398
0.151266,0.190262,3.80186,-0.803314
0.0140082,0.140226,3.81522,-0.273468
0.109886,0.307752,2.80873,-0.915166
0.0760495,0.0460258,0.497525,-0.828799
0.137834,0.429046,1.34526,-0.871825
0.0478275,0.12506,2.30748,-0.822112
0.0609473,0.072188,0.353243,-0.761618
0.146799,0.0582626,2.04342,-0.332264
0.132669,0.367262,1.56915,-0.852105
0.0226231,0.0725879,3.0885,-0.799236
0.110537,0.0916933,0.883924,-0.385049
0.0165697,0.367842,3.43003,-0.89295
0.0725445,0.162728,2.67024,-0.336609
0.0980735,0.1949,0.766613,-0.448773
0.10764,0.475684,3.06106,-0.84395
0.14257,0.177601,0.53765,-0.65734
0.129114,0.491478,0.514163,-0.531754
0.118844,0.343913,0.508381,-0.659485
0.133867,0.427189,1.18693,-0.224797
0.0647286,0.242783,1.7571,-0.915853
0.0222421,0.246958,2.64411,-0.709262
0.115452,0.391033,1.58434,-0.86555
0.0518965,0.278733,1.88861,-0.71387
0.087991,0.471724,3.37015,-0.654798
0.0507379,0.115168,0.398931,-0.258086
0.0931298,0.120502,2.04768,-0.604917
0.121947,0.0351984,2.80045,-0.665514
0.152278,0.405595,1.36159,-0.468991
0.112867,0.397258,1.43358,-0.893361
0.0115671,0.13691,1.80116,-0.461309
0.052263,0.376657,2.73139,-0.304381
0.0804111,0.40097,0.318614,-0.445553
0.0293886,0.46502,2.01074,-0.258371
0.0922755,0.480331,0.661062,-0.575191
0.134465,0.351063,1.36043,-0.732064
0.12224,0.201972,1.93394,-0.881165
0.154381,0.387091,0.489706,-0.892612
0.15328,0.105565,2.21453,-0.896181
0.0192207,0.464956,1.41293,-0.477659
0.0539408,0.316045,2.7535,-0.286906
0.0269685,0.499213,3.01819,-0.137867
0.130211,0.0264376,2.45079,-0.753225
0.0742593,0.198785,2.37449,-0.929771
0.155574,0.317838,2.0622,-0.158974
0.133313,0.236288,3.54854,-0.54951
0.104106,0.430428,2.41418,-0.71344
0.0479028,0.113582,0.827695,-0.734297
0.153406,0.336729,0.789024,-0.547499
0.0356008,0.167574,1.54377,-0.762215
0.0616297,0.138753,0.816485,-0.744767
0.050626,0.134072,1.96352,-0.263022
0.148934,0.357077,3.20833,-0.32832
0.0646381,0.407592,1.7001,-0.69998
0.0495329,0.14451,0.69501,-0.473914
0.130577,0.11677,0.675652,-0.377759
0.11327,0.0792949,3.05121,-0.47703
0.0508096,0.347982,2.24294,-0.890399
0.0377196,0.0709659,1.85818,-0.811791
0.0218739,0.228606,3.74995,-0.842414
0.118606,0.232211,3.13741,-0.380805
0.078733,0.371203,1.62168,-0.127663
0.151163,0.467721,2.79097,-0.658785
0.146325,0.451537,2.73943,-0.759247
0.0223969,0.430572,1.34788,-0.57104
0.0933982,0.341228,2.2966,-0.587095
0.118614,0.495551,2.74418,-0.217435
0.137804,0.151964,1.8905,-0.646935
0.134486,0.424396,2.40411,-0.323219
0.0247679,0.0839942,1.02063,-0.386805
0.0796451,0.355068,3.06293,-0.446104
0.0391049,0.358093,3.30812,-0.244914
0.0522384,0.394087,3.26835,-0.919945
0.0368373,0.346088,3.41737,-0.723402
0.053372,0.0805428,3.07043,-0.512453
0.141427,0.0443373,3.2181,-0.122714
0.0383052,0.462819,3.45215,-0.26538
0.0866297,0.300477,1.14901,-0.206281
0.14448,0.321879,2.48145,-0.469161
0.120211,0.448867,0.956637,-0.329499
0.127105,0.271687,2.90587,-0.670008
0.0643619,0.445941,1.56717,-0.167446
0.013153,0.112535,3.37889,-0.487218
0.103448,0.198741,2.05256,-0.644579
0.129784,0.322531,1.71293,-0.430217
0.135413,0.249665,0.350811,-0.471829
0.0897911,0.133534,1.30389,-0.256087
0.046998,0.182613,1.65669,-0.570734
0.133846,0.189177,1.90344,-0.359959
0.158392,0.451003,2.64612,-0.448225
0.124692,0.406149,3.45845,-0.236949
0.0422518,0.181131,2.89018,-0.462362
0.0726633,0.278392,2.54361,-0.425489
0.0212258,0.105236,2.65592,-0.222892
0.114487,0.242265,3.96391,-0.868066
0.0554221,0.150394,1.78009,-0.575759
0.140959,0.495308,1.35417,-0.892192
0.0369168,0.048117,2.29747,-0.83676
0.0250654,0.265401,1.15012,-0.417618
0.156311,0.411833,3.78368,-0.331764
0.0619785,0.118421,2.58207,-0.377024
0.0968601,0.149699,3.40279,-0.913487
0.111931,0.268216,3.30148,-0.279919
0.145827,0.321478,3.45955,-0.109597
0.105309,0.281382,3.96436,-0.685235
0.0373164,0.0580481,1.05617,-0.796868
0.0121253,0.417226,2.44544,-0.674717
0.0895337,0.210073,3.36948,-0.801429
0.104995,0.0324578,0.384332,-0.603363
0.0987965,0.317457,3.33482,-0.730236
0.0882838,0.300919,0.832491,-0.460743
0.104214,0.319907,2.81379,-0.736015
0.0333376,0.30563,2.16929,-0.163592
0.156911,0.154467,1.06899,-0.433065
0.102606,0.432756,3.2505,-0.288198
0.157539,0.239398,2.54213,-0.578346
0.106398,0.38702,2.62513,-0.572016
0.0631242,0.189154,3.2448,-0.640007
0.0368952,0.164946,1.9266,-0.485959
0.0138809,0.384925,2.30625,-0.420001
0.0418609,0.313074,3.28631,-0.275792
0.0397061,0.131363,2.18876,-0.502635
0.0975485,0.432008,0.883412,-0.532526
0.139594,0.34296,2.58912,-0.495525
0.131542,0.171015,3.16595,-0.566143
0.0726279,0.101849,2.19169,-0.709865
0.0663797,0.240589,1.2756,-0.14756
0.0231941,0.413458,3.52863,-0.550225
0.0993329,0.372707,3.74308,-0.169468
0.112409,0.16819,3.18081,-0.586958
0.0568661,0.411704,3.55048,-0.401325
0.124885,0.16786,2.04031,-0.875264
0.0109809,0.118032,3.03097,-0.750064
0.13235,0.271772,3.43595,-0.658532
0.104271,0.133935,2.54735,-0.82161
0.147551,0.0750049,3.79953,-0.287042
0.111039,0.102974,0.451726,-0.31171
0.138748,0.182559,3.63566,-0.366309
0.0796363,0.27822,0.544144,-0.763853
0.0545069,0.18847,1.92766,-0.603891
0.0502252,0.235051,0.583859,-0.67926
0.0231864,0.0883897,2.43283,-0.19914
0.107028,0.493525,3.44164,-0.717579
0.0467484,0.383175,3.30445,-0.607281
0.082008,0.189977,0.498771,-0.788775
0.0343562,0.148941,2.1334,-0.548944
0.122484,0.284158,1.43303,-0.551186
0.151703,0.025386,3.9181,-0.686081
0.130076,0.0342871,3.55251,-0.934935
0.138941,0.423241,3.46655,-0.263811
0.0805785,0.494391,1.51103,-0.522837
0.10958,0.250201,2.19804,-0.773331
0.0851049,0.0863389,3.09718,-0.50555
0.0150137,0.446855,2.57266,-0.189993
0.0594432,0.333268,1.5231,-0.859408
0.0471958,0.328701,3.49476,-0.814564
0.0465948,0.157984,3.24498,-0.461988
0.0423687,0.317953,1.00929,-0.488287
0.145387,0.44941,3.31125,-0.27384
0.0617079,0.412111,2.07246,-0.380912
0.0265506,0.147472,3.69331,-0.285379
0.0363563,0.233589,0.462631,-0.593745
0.132535,0.303506,1.34864,-0.763133
0.113146,0.0285012,1.88227,-0.335379
0.0481075,0.483409,2.28505,-0.552144
0.116682,0.189068,0.637735,-0.942828
0.098491,0.466901,0.498447,-0.703625
0.0551193,0.174548,3.23802,-0.928691
0.0326559,0.102278,3.85943,-0.630616
0.097213,0.449227,1.71584,-0.153891
0.135313,0.399417,0.824047,-0.809288
0.121221,0.413583,0.957514,-0.131837
0.128056,0.140867,0.778226,-0.324402
0.088542,0.111123,2.91056,-0.336938
0.117717,0.254563,3.75075,-0.409644
0.147083,0.122446,3.09026,-0.248716
0.01804,0.169495,1.08101,-0.502329
0.0807037,0.463661,2.46416,-0.891242
0.10334,0.313298,1.46437,-0.319192
0.107085,0.192923,1.07192,-0.149815
0.153181,0.164102,0.898192,-0.363681
0.115205,0.458589,2.94005,-0.477671
0.118787,0.391982,3.55192,-0.824282
0.0581396,0.357611,0.547404,-0.672297
0.122941,0.202271,3.24256,-0.439598
0.057369,0.0259094,1.73233,-0.841105
0.0925099,0.0659548,0.894768,-0.587604
0.0746475,0.240269,1.20627,-0.59371
0.0793403,0.0651143,1.53932,-0.305051
0.112928,0.303943,0.708999,-0.461671
0.0320284,0.146411,2.38944,-0.407848
0.0922899,0.160497,3.95624,-0.753298
0.0852304,0.353486,1.62428,-0.546642
0.128161,0.179021,3.82313,-0.350799
0.027848,0.432595,3.85856,-0.854724
0.148597,0.0374436,2.13595,-0.925313
0.0943645,0.451724,1.49238,-0.579457
0.0774048,0.236723,0.909808,-0.404929
0.0782401,0.189597,1.35133,-0.49325
0.0550877,0.159909,3.44494,-0.818389
0.143816,0.126837,1.69464,-0.393299
0.0538491,0.164181,3.89201,-0.60306
0.0532499,0.238904,0.501578,-0.381186
0.117058,0.189345,2.26659,-0.135531
0.0176498,0.309441,3.75505,-0.461662
0.100179,0.194697,2.89723,-0.19754
0.122017,0.487864,0.956741,-0.922354
0.0828259,0.0811552,0.521159,-0.115796
0.0664629,0.295637,1.3524,-0.756883
0.0758191,0.386553,0.56457,-0.223147
0.150816,0.414444,1.02756,-0.549349
0.131035,0.100025,2.57143,-0.13649
0.13607,0.299179,3.24792,-0.666611
0.0500128,0.477996,2.65334,-0.191316
0.043604,0.149841,2.30384,-0.26422
0.148731,0.164119,1.21677,-0.549226
0.0725326,0.0288342,2.36239,-0.747667
0.0420806,0.0783899,3.21245,-0.324969
0.0598035,0.428298,2.71959,-0.654332
0.151115,0.149776,2.69209,-0.83119
0.076379,0.380326,1.27156,-0.7539
0.0701981,0.455624,2.66591,-0.111099
0.0734234,0.0646884,3.62517,-0.138706
0.0849825,0.349372,0.888438,-0.720651
0.1046,0.1536,3.36397,-0.819593
0.0431296,0.121067,2.70989,-0.192913
0.143486,0.35024,2.56957,-0.267021
0.0380033,0.363981,2.551,-0.284426
0.157332,0.499674,1.966,-0.66256
0.0702199,0.0305749,3.24561,-0.186876
0.154857,0.241881,2.43069,-0.414297
0.144867,0.308287,2.44652,-0.49795
0.1062,0.186183,1.34988,-0.636119
0.146174,0.376567,0.890653,-0.307182
0.12661,0.184209,2.05911,-0.682001
0.0446925,0.448591,2.56974,-0.546325
0.0831701,0.200854,0.435519,-0.772215
0.0476798,0.0502022,2.16104,-0.189337
0.154824,0.234134,2.0599,-0.757791
0.0138214,0.0271051,3.34832,-0.535387
0.0691652,0.175803,2.53482,-0.93783
0.11386,0.0762,3.48219,-0.296262
0.0862779,0.12814,3.7627,-0.83968
0.15176,0.0757303,1.6046,-0.826803
0.0718852,0.449765,2.17327,-0.610142
0.0581033,0.067782,0.530885,-0.501824
0.13651,0.0870695,2.11339,-0.294631
0.0986622,0.395792,3.0067,-0.429007
0.147743,0.340548,0.374226,-0.248893
0.138003,0.446514,0.83373,-0.906117
0.0248308,0.322567,3.78087,-0.30516
0.11425,0.34683,1.32187,-0.152662
0.131675,0.331861,3.95632,-0.443131
0.149491,0.0379007,3.66759,-0.365923
0.053162,0.159946,0.743511,-0.402472
0.136457,0.208241,2.09785,-0.209985
0.109892,0.46112,3.53194,-0.492008
0.129449,0.0684675,0.303456,-0.790928
0.147282,0.10528,2.87134,-0.298042
0.0789459,0.479628,2.59876,-0.273048
0.032331,0.0466459,3.44008,-0.322275
0.100579,0.177123,1.74164,-0.35879
0.111795,0.0497352,1.88614,-0.521773
0.114941,0.282983,2.06077,-0.776165
0.0488211,0.478313,0.504841,-0.535097
0.0372754,0.156341,2.39472,-0.589797
0.129669,0.321211,2.78822,-0.534332
0.107019,0.285945,3.83933,-0.272289
0.136449,0.385816,0.477893,-0.941643
0.0472795,0.434911,3.8991,-0.294222
0.0469837,0.498194,3.27402,-0.377706
0.132244,0.297521,1.01865,-0.746986
0.0448705,0.104235,0.463518,-0.477457
0.136324,0.367688,1.28773,-0.234683
0.0464458,0.209818,2.74044,-0.439492
0.12123,0.281896,2.73002,-0.459077
0.0748083,0.158774,2.73678,-0.713033
0.137413,0.467706,2.0792,-0.817998
0.0846586,0.22502,3.04813,-0.565069
0.0687248,0.402663,2.33378,-0.424561
0.0410989,0.167651,1.08527,-0.557264
0.116322,0.384588,2.13335,-0.17388
0.0429317,0.376205,3.77482,-0.471786
0.127832,0.0932423,2.43472,-0.304526
0.119366,0.331288,0.994173,-0.335865
0.157848,0.0413127,2.10272,-0.389459
0.132441,0.08611,2.70091,-0.731496
0.100518,0.376169,0.529467,-0.187248
0.130251,0.380938,2.19078,-0.219605
0.0260553,0.363931,2.33565,-0.723899
0.0308292,0.362126,1.99342,-0.522268
0.0460405,0.0789322,1.06765,-0.166395
0.0727398,0.359903,2.15007,-0.864818
0.158637,0.431104,2.37431,-0.898079
0.0141515,0.475443,3.18477,-0.28975
0.0279519,0.0264685,0.821895,-0.35786
0.0120524,0.0731048,2.55327,-0.147501
0.0750332,0.446048,3.03624,-0.399445
0.0366011,0.407974,0.897806,-0.137263
0.125098,0.0278977,3.71158,-0.828514
0.105173,0.490448,0.853598,-0.148049
0.054361,0.486994,1.75286,-0.502114
0.0844009,0.290842,2.90458,-0.330038
0.0867478,0.0979789,0.363674,-0.831716
0.075047,0.207913,3.6374,-0.612279
0.126628,0.422628,1.14579,-0.38927
0.0439215,0.410856,2.15157,-0.575039
0.0124198,0.194131,3.99959,-0.219119
0.0481288,0.472688,3.67809,-0.362306
0.0682256,0.420922,2.27105,-0.729498
0.0503285,0.189802,1.6705,-0.453642
0.0292706,0.402234,0.961492,-0.625176
0.136434,0.244385,0.95932,-0.262009
0.0819359,0.372533,1.45691,-0.397071
0.142661,0.215362,3.49932,-0.445818
0.0544001,0.116614,3.54537,-0.775761
0.145803,0.0868198,2.19257,-0.357777
0.0518506,0.305724,1.9234,-0.766644
0.116986,0.311649,1.24858,-0.268712
0.0350776,0.310385,2.15591,-0.815904
0.105748,0.164698,1.10372,-0.941606
0.0636151,0.315075,1.54338,-0.907455
0.0190737,0.090858,1.51458,-0.22469
0.0992185,0.319813,1.40807,-0.559485
0.083173,0.167678,0.861566,-0.178579
0.0907774,0.45521,1.11741,-0.433011
0.134832,0.183784,2.49941,-0.193004
0.154238,0.170972,0.706523,-0.451421
0.0864723,0.417405,1.73755,-0.89208
0.0970568,0.305055,1.33538,-0.73846
0.0343718,0.357482,1.24817,-0.583075
0.0580756,0.0958567,3.6409,-0.44697
0.0418519,0.207244,0.795155,-0.298734
0.0797416,0.295731,2.1691,-0.897323
0.036947,0.457768,1.82142,-0.243488
0.0352564,0.320996,2.44223,-0.591269
0.101289,0.21372,3.23129,-0.52162
0.0825399,0.477997,3.14866,-0.177356
0.100534,0.0858415,0.744889,-0.137199
0.0260656,0.143837,1.61058,-0.688192
0.0677574,0.313646,2.25678,-0.791444
0.0377812,0.25635,0.976734,-0.415698
0.142631,0.392393,0.986659,-0.88853
0.057927,0.347731,3.8672,-0.413468
0.150483,0.101793,3.15685,-0.853531
0.106528,0.356682,0.319631,-0.932961
0.025634,0.062771,3.172,-0.492962
0.0104059,0.122432,1.78134,-0.618996
0.139163,0.289894,3.03409,-0.179017
0.0718764,0.0621235,3.1149,-0.662862
0.157248,0.169775,1.02771,-0.317226
0.156408,0.223542,3.21513,-0.173144
0.138293,0.328715,1.39689,-0.347702
0.065151,0.410556,0.646472,-0.51078
0.136679,0.492719,2.46262,-0.949252
0.0458042,0.220423,3.08368,-0.256311
0.0162468,0.0356777,3.78341,-0.812463
0.0305099,0.187146,2.51612,-0.398179
0.114471,0.463446,3.97902,-0.382805
0.119266,0.278313,3.38796,-0.532512
0.0919697,0.123347,2.26056,-0.222775
0.0330587,0.123088,0.763885,-0.665222
0.141759,0.0256803,0.477889,-0.940429
0.114181,0.309718,1.40353,-0.633025
0.120931,0.362055,2.84004,-0.310997
0.0568702,0.376121,1.542,-0.344608
0.135201,0.36017,0.994599,-0.536974
0.13368,0.349942,2.90902,-0.184306
0.14581,0.481915,1.76792,-0.731217
0.114095,0.247636,1.15891,-0.484264
0.137357,0.0615381,3.87309,-0.60422
0.152433,0.417277,3.97609,-0.436241
0.0750818,0.448076,2.78185,-0.135591
0.0508739,0.195666,0.357282,-0.788142
0.121542,0.193181,0.769538,-0.297934
0.127699,0.0286889,3.75343,-0.769129
0.131269,0.296851,2.54571,-0.778756
0.014297,0.190419,3.21247,-0.164907
0.091089,0.487713,1.1435,-0.745761
0.0793869,0.413678,3.81106,-0.879478
0.029735,0.353577,2.76559,-0.331106
0.0220643,0.437163,3.90021,-0.156548
0.0573839,0.391966,1.17238,-0.435734
0.0399643,0.456074,1.78833,-0.515481
0.0932275,0.183343,2.55461,-0.859969
0.0208372,0.179045,3.15405,-0.744925
0.152193,0.0751928,3.33474,-0.102386
0.0796812,0.342752,3.64118,-0.249817
0.140202,0.1926,3.71947,-0.657654
0.0645734,0.481888,3.04899,-0.840212
0.123886,0.472824,2.23517,-0.876106
0.0801399,0.219286,3.79353,-0.612754
0.142424,0.41389,1.67874,-0.4063
0.15626,0.421938,2.65167,-0.375183
0.147085,0.318115,0.596256,-0.363009
0.0598896,0.0907855,2.47225,-0.803137
0.103628,0.363631,2.65351,-0.842731
0.128349,0.454641,0.66208,-0.212597
0.0348261,0.0537085,1.48144,-0.771642
0.0880036,0.211744,2.18361,-0.103458
0.146075,0.17498,1.70497,-0.876458
0.0857999,0.385616,3.37214,-0.934233
0.0615467,0.121388,1.25573,-0.148513
0.12396,0.166353,1.65933,-0.233059
0.0983202,0.0791679,3.82633,-0.915514
0.0454404,0.491209,2.39566,-0.875248
0.119068,0.224183,1.64655,-0.841878
0.110027,0.374403,1.95851,-0.76255
0.0686042,0.46134,0.403254,-0.909002
0.154824,0.481174,3.9904,-0.523606
0.132397,0.428933,3.02549,-0.41106
0.147867,0.32919,2.93601,-0.649514
0.0333521,0.102271,0.879644,-0.294602
0.148726,0.276419,3.46167,-0.369593
0.150052,0.350184,2.26672,-0.316945
0.104958,0.0678386,0.326693,-0.75464
0.104284,0.202306,2.76203,-0.604224
0.100862,0.409632,2.21036,-0.605922
0.133896,0.193669,3.02698,-0.509952
0.141742,0.445069,3.50705,-0.791595
0.069289,0.366015,2.13782,-0.584407
0.127323,0.131707,2.24877,-0.867321
0.0285295,0.165882,1.33575,-0.554169
0.0276854,0.325634,2.39488,-0.290091
0.11363,0.356695,3.25644,-0.479596
0.0152728,0.409309,2.52379,-0.469369
0.158183,0.0753454,1.16972,-0.860277
0.0778575,0.130076,2.78113,-0.833646
0.083895,0.212153,3.90363,-0.726683
0.0846322,0.052591,3.67861,-0.513771
0.0134496,0.0619361,0.846386,-0.525137
0.0715862,0.195826,1.84166,-0.669489
0.0460984,0.25206,3.6729,-0.39341
0.132994,0.328438,2.53121,-0.627362
0.131556,0.341119,2.10344,-0.164476
0.0347493,0.479313,3.31483,-0.233061
0.116553,0.442172,1.05354,-0.27634
0.0445897,0.0840748,1.64745,-0.491271
0.120319,0.277588,0.430686,-0.826196
0.102503,0.483444,3.31543,-0.385817
0.10177,0.260724,0.496971,-0.344605
0.112712,0.0761478,0.808645,-0.46292
0.0370816,0.239815,3.03247,-0.617958
0.125656,0.195469,2.89667,-0.536674
0.145035,0.387651,0.706332,-0.826774
0.11016,0.399887,3.76948,-0.946708
0.0443148,0.0831178,2.73985,-0.440326
0.137318,0.41028,1.33895,-0.919784
0.130008,0.0640491,3.30768,-0.446911
0.159257,0.418532,3.8566,-0.497546
0.0816043,0.442361,3.70458,-0.440051
0.0297886,0.381911,1.90952,-0.273938
0.132341,0.326812,1.7625,-0.922677
0.0614745,0.429835,2.95402,-0.132925
0.0286644,0.302901,2.51038,-0.855679
0.122658,0.092688,3.5826,-0.878693
0.123205,0.43539,3.43291,-0.935638
0.112437,0.400333,1.09844,-0.364732
0.0721554,0.341214,3.3992,-0.500256
0.153341,0.238707,0.849147,-0.34522
0.12791,0.18071,3.28027,-0.795809
0.093744,0.266502,0.724066,-0.483197
0.126692,0.475965,2.33028,-0.420601
0.0853871,0.0321072,3.44621,-0.475421
0.10032,0.360514,3.2097,-0.341271
0.0795192,0.19394,1.41613,-0.151105
0.131315,0.40448,3.18314,-0.815954
0.125006,0.129967,3.33436,-0.796687
0.116089,0.374331,3.9858,-0.22334
0.148326,0.344255,2.60697,-0.390706
0.149166,0.289346,3.74135,-0.836342
0.0957751,0.0346063,3.83791,-0.662984
0.0515533,0.169242,1.56203,-0.513774
0.0421638,0.0682689,2.84236,-0.243794
0.0715068,0.137287,3.2421,-0.746231
0.0500343,0.0623578,3.94859,-0.163151
0.149862,0.0694163,1.00963,-0.491153
0.0310637,0.436725,0.843025,-0.335998
0.143499,0.240409,3.78112,-0.311146
0.067301,0.418783,2.38343,-0.351564
0.145921,0.255132,3.59988,-0.323705
0.0906776,0.058167,3.8797,-0.472232
0.10651,0.271086,0.697857,-0.410413
0.154416,0.0339221,0.638629,-0.824091
0.0171859,0.114779,1.91786,-0.586513
